Question,Answer,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Drilling engineer Salary,Drilling engineer Salary,Editorial,,[],FALSE,,1698
Drilling engineer Working hours,Drilling engineer Working hours,Editorial,,[],FALSE,,1699
Drilling engineer What to expect,Drilling engineer What to expect,Editorial,,[],FALSE,,1700
Drilling engineer Qualifications,Drilling engineer Qualifications,Editorial,,[],FALSE,,1701
Drilling engineer Skills,Drilling engineer Skills,Editorial,,[],FALSE,,1702
Drilling engineer Work experience,Drilling engineer Work experience,Editorial,,[],FALSE,,1703
Drilling engineer Employers,Drilling engineer Employers,Editorial,,[],FALSE,,1704
Drilling engineer Professional development,Drilling engineer Professional development,Editorial,,[],FALSE,,1705
Drilling engineer Career prospects,Drilling engineer Career prospects,Editorial,,[],FALSE,,1706
Early years teacher,Early years teacher,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1708"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1709"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1710"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1711"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1712"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1713"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1714"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1715"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1716"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1717"", ""DisplayText"": ""Career prospects""}]",1707
Early years teacher Responsibilities,Early years teacher Responsibilities,Editorial,,[],FALSE,,1708
Early years teacher Salary,Early years teacher Salary,Editorial,,[],FALSE,,1709
Early years teacher Working hours,Early years teacher Working hours,Editorial,,[],FALSE,,1710
Early years teacher What to expect,Early years teacher What to expect,Editorial,,[],FALSE,,1711
Early years teacher Qualifications,Early years teacher Qualifications,Editorial,,[],FALSE,,1712
Early years teacher Skills,Early years teacher Skills,Editorial,,[],FALSE,,1713
Early years teacher Work experience,Early years teacher Work experience,Editorial,,[],FALSE,,1714
Early years teacher Employers,Early years teacher Employers,Editorial,,[],FALSE,,1715
Early years teacher Professional development,Early years teacher Professional development,Editorial,,[],FALSE,,1716
Early years teacher Career prospects,Early years teacher Career prospects,Editorial,,[],FALSE,,1717
Ecologist,Ecologist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1719"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1720"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1721"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1722"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1723"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1724"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1725"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1726"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1727"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1728"", ""DisplayText"": ""Career prospects""}]",1718
Ecologist Responsibilities,Ecologist Responsibilities,Editorial,,[],FALSE,,1719
Ecologist Salary,Ecologist Salary,Editorial,,[],FALSE,,1720
Ecologist Working hours,Ecologist Working hours,Editorial,,[],FALSE,,1721
Ecologist What to expect,Ecologist What to expect,Editorial,,[],FALSE,,1722
Ecologist Qualifications,Ecologist Qualifications,Editorial,,[],FALSE,,1723
Ecologist Skills,Ecologist Skills,Editorial,,[],FALSE,,1724
Ecologist Work experience,Ecologist Work experience,Editorial,,[],FALSE,,1725
Ecologist Employers,Ecologist Employers,Editorial,,[],FALSE,,1726
Ecologist Professional development,Ecologist Professional development,Editorial,,[],FALSE,,1727
Ecologist Career prospects,Ecologist Career prospects,Editorial,,[],FALSE,,1728
Economist,Economist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1730"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1731"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1732"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1733"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1734"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1735"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1736"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1737"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1738"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1739"", ""DisplayText"": ""Career prospects""}]",1729
Economist Responsibilities,Economist Responsibilities,Editorial,,[],FALSE,,1730
Economist Salary,Economist Salary,Editorial,,[],FALSE,,1731
Economist Working hours,Economist Working hours,Editorial,,[],FALSE,,1732
Economist What to expect,Economist What to expect,Editorial,,[],FALSE,,1733
Economist Qualifications,Economist Qualifications,Editorial,,[],FALSE,,1734
Economist Skills,Economist Skills,Editorial,,[],FALSE,,1735
Economist Work experience,Economist Work experience,Editorial,,[],FALSE,,1736
Economist Employers,Economist Employers,Editorial,,[],FALSE,,1737
Economist Professional development,Economist Professional development,Editorial,,[],FALSE,,1738
Economist Career prospects,Economist Career prospects,Editorial,,[],FALSE,,1739
Editorial assistant,Editorial assistant,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1741"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1742"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1743"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1744"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1745"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1746"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1747"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1748"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1749"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1750"", ""DisplayText"": ""Career prospects""}]",1740
Editorial assistant Responsibilities,Editorial assistant Responsibilities,Editorial,,[],FALSE,,1741
Editorial assistant Salary,Editorial assistant Salary,Editorial,,[],FALSE,,1742
Editorial assistant Working hours,Editorial assistant Working hours,Editorial,,[],FALSE,,1743
Editorial assistant What to expect,Editorial assistant What to expect,Editorial,,[],FALSE,,1744
Editorial assistant Qualifications,Editorial assistant Qualifications,Editorial,,[],FALSE,,1745
Editorial assistant Skills,Editorial assistant Skills,Editorial,,[],FALSE,,1746
Editorial assistant Work experience,Editorial assistant Work experience,Editorial,,[],FALSE,,1747
Editorial assistant Employers,Editorial assistant Employers,Editorial,,[],FALSE,,1748
Editorial assistant Professional development,Editorial assistant Professional development,Editorial,,[],FALSE,,1749
Editorial assistant Career prospects,Editorial assistant Career prospects,Editorial,,[],FALSE,,1750
Education administrator,Education administrator,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1752"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1753"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1754"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1755"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1756"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1757"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1758"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1759"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1760"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1761"", ""DisplayText"": ""Career prospects""}]",1751
Education administrator Responsibilities,Education administrator Responsibilities,Editorial,,[],FALSE,,1752
Education administrator Salary,Education administrator Salary,Editorial,,[],FALSE,,1753
Education administrator Working hours,Education administrator Working hours,Editorial,,[],FALSE,,1754
Education administrator What to expect,Education administrator What to expect,Editorial,,[],FALSE,,1755
Education administrator Qualifications,Education administrator Qualifications,Editorial,,[],FALSE,,1756
Education administrator Skills,Education administrator Skills,Editorial,,[],FALSE,,1757
Education administrator Work experience,Education administrator Work experience,Editorial,,[],FALSE,,1758
Education administrator Employers,Education administrator Employers,Editorial,,[],FALSE,,1759
Education administrator Professional development,Education administrator Professional development,Editorial,,[],FALSE,,1760
Education administrator Career prospects,Education administrator Career prospects,Editorial,,[],FALSE,,1761
Education consultant,Education consultant,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1763"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1764"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1765"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1766"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1767"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1768"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1769"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1770"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1771"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1772"", ""DisplayText"": ""Career prospects""}]",1762
Education consultant Responsibilities,Education consultant Responsibilities,Editorial,,[],FALSE,,1763
Education consultant Salary,Education consultant Salary,Editorial,,[],FALSE,,1764
Education consultant Working hours,Education consultant Working hours,Editorial,,[],FALSE,,1765
Education consultant What to expect,Education consultant What to expect,Editorial,,[],FALSE,,1766
Education consultant Qualifications,Education consultant Qualifications,Editorial,,[],FALSE,,1767
Education consultant Skills,Education consultant Skills,Editorial,,[],FALSE,,1768
Education consultant Work experience,Education consultant Work experience,Editorial,,[],FALSE,,1769
Education consultant Employers,Education consultant Employers,Editorial,,[],FALSE,,1770
Education consultant Professional development,Education consultant Professional development,Editorial,,[],FALSE,,1771
Education consultant Career prospects,Education consultant Career prospects,Editorial,,[],FALSE,,1772
Education mental health practitioner,Education mental health practitioner,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1774"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1775"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1776"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1777"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1778"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1779"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1780"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1781"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1782"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1783"", ""DisplayText"": ""Career prospects""}]",1773
Education mental health practitioner Responsibilities,Education mental health practitioner Responsibilities,Editorial,,[],FALSE,,1774
Education mental health practitioner Salary,Education mental health practitioner Salary,Editorial,,[],FALSE,,1775
Education mental health practitioner Working hours,Education mental health practitioner Working hours,Editorial,,[],FALSE,,1776
Education mental health practitioner What to expect,Education mental health practitioner What to expect,Editorial,,[],FALSE,,1777
Education mental health practitioner Qualifications,Education mental health practitioner Qualifications,Editorial,,[],FALSE,,1778
Education mental health practitioner Skills,Education mental health practitioner Skills,Editorial,,[],FALSE,,1779
Education mental health practitioner Work experience,Education mental health practitioner Work experience,Editorial,,[],FALSE,,1780
Education mental health practitioner Employers,Education mental health practitioner Employers,Editorial,,[],FALSE,,1781
Education mental health practitioner Professional development,Education mental health practitioner Professional development,Editorial,,[],FALSE,,1782
Education mental health practitioner Career prospects,Education mental health practitioner Career prospects,Editorial,,[],FALSE,,1783
Educational psychologist,Educational psychologist,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1785"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1786"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1787"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1788"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1789"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1790"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1791"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1792"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1793"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1794"", ""DisplayText"": ""Career prospects""}]",1784
Educational psychologist Responsibilities,Educational psychologist Responsibilities,Editorial,,[],FALSE,,1785
Educational psychologist Salary,Educational psychologist Salary,Editorial,,[],FALSE,,1786
Educational psychologist Working hours,Educational psychologist Working hours,Editorial,,[],FALSE,,1787
Educational psychologist What to expect,Educational psychologist What to expect,Editorial,,[],FALSE,,1788
Educational psychologist Qualifications,Educational psychologist Qualifications,Editorial,,[],FALSE,,1789
Educational psychologist Skills,Educational psychologist Skills,Editorial,,[],FALSE,,1790
Educational psychologist Work experience,Educational psychologist Work experience,Editorial,,[],FALSE,,1791
Educational psychologist Employers,Educational psychologist Employers,Editorial,,[],FALSE,,1792
Educational psychologist Professional development,Educational psychologist Professional development,Editorial,,[],FALSE,,1793
Educational psychologist Career prospects,Educational psychologist Career prospects,Editorial,,[],FALSE,,1794
Electrical engineer,Electrical engineer,Editorial,,[],FALSE,"[{""DisplayOrder"": ""0"", ""QnaId"": ""1796"", ""DisplayText"": ""Responsibilities""},{""DisplayOrder"": ""1"", ""QnaId"": ""1797"", ""DisplayText"": ""Salary""},{""DisplayOrder"": ""2"", ""QnaId"": ""1798"", ""DisplayText"": ""Working hours""},{""DisplayOrder"": ""3"", ""QnaId"": ""1799"", ""DisplayText"": ""What to expect""},{""DisplayOrder"": ""4"", ""QnaId"": ""1800"", ""DisplayText"": ""Qualifications""},{""DisplayOrder"": ""5"", ""QnaId"": ""1801"", ""DisplayText"": ""Skills""},{""DisplayOrder"": ""6"", ""QnaId"": ""1802"", ""DisplayText"": ""Work experience""},{""DisplayOrder"": ""7"", ""QnaId"": ""1803"", ""DisplayText"": ""Employers""},{""DisplayOrder"": ""8"", ""QnaId"": ""1804"", ""DisplayText"": ""Professional development""},{""DisplayOrder"": ""9"", ""QnaId"": ""1805"", ""DisplayText"": ""Career prospects""}]",1795
Electrical engineer Responsibilities,Electrical engineer Responsibilities,Editorial,,[],FALSE,,1796
Electrical engineer Salary,Electrical engineer Salary,Editorial,,[],FALSE,,1797
Electrical engineer Working hours,Electrical engineer Working hours,Editorial,,[],FALSE,,1798
Electrical engineer What to expect,Electrical engineer What to expect,Editorial,,[],FALSE,,1799
Electrical engineer Qualifications,Electrical engineer Qualifications,Editorial,,[],FALSE,,1800
Electrical engineer Skills,Electrical engineer Skills,Editorial,,[],FALSE,,1801
Electrical engineer Work experience,Electrical engineer Work experience,Editorial,,[],FALSE,,1802
